id,smiles_in,smiles_out,valid_out,exact_match,tanimoto,delta_atoms,delta_bonds,delta_rings,delta_aromatic,delta_heteroatoms,atoms_in,atoms_out
303,CCN1C(=O)c2c(nc(C(=O)NC)n2Cc2ccc(OC)c(Cl)c2)N2C1=N[C@@H]1CCC[C@@H]12,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,1,0,0.09009009009009009,-4.0,-5.0,-1.0,-1.0,-5.0,32,28.0
304,OCC1Cc2cc3c(-c4ccccc4F)noc3c(Cl)c2O1,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,1,0,0.10989010989010989,8.0,9.0,1.0,-3.0,0.0,22,30.0
305,CC(C)(C(=O)N1CCCCC1)N1CCC(NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2CCOC2c2ccc(Cl)cc2)CC1,1,0,0.17894736842105263,0.0,0.0,0.0,2.0,-2.0,32,32.0
306,O=C1CCC(c2ccccc2)(C2CCN(Cc3ccc(F)cc3)CC2)C(=O)N1,O=C(c1ccc(Cl)cc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl,1,0,0.09876543209876543,-4.0,-5.0,-1.0,6.0,3.0,28,24.0
307,CN(CCc1ccc2c(c1)OCO2)C[C@@H]1CC[C@@H]2CCOc3cccc1c32,CN(C)c1ncnc2c1ncn2Cc1cccc(CO)c1,1,0,0.1375,-6.0,-8.0,-2.0,3.0,2.0,27,21.0
308,CC(C)(C)Nc1ncnc2c1ncn2Cc1ccccc1F,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2CCOC2c2ccc(Cl)cc2)CC1,1,0,0.12359550561797752,10.0,11.0,1.0,-3.0,1.0,22,32.0
309,COc1ccc2c(c1)-c1nc(-c3ccccn3)[nH]c1CCC2,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,1,0,0.16470588235294117,8.0,9.0,1.0,-5.0,2.0,22,30.0
310,NC(=O)c1cc2c(Sc3ccc(C(F)(F)F)cc3)cncc2s1,CN(C)c1ncnc2c1ncn2Cc1cccc(CO)c1,1,0,0.07792207792207792,-2.0,-2.0,0.0,0.0,-2.0,23,21.0
311,CN1CCC23c4c5ccc(O)c4OC2[C@H]2OC[C@@]2(CCc2ccccc2)CC3C1C5,CN1CC(CN2CC(=O)NC2=O)CC2CC(C)(C)CCC21,1,0,0.13186813186813187,-9.0,-13.0,-4.0,-12.0,1.0,30,21.0
312,CN1Cc2cccnc2C(N2CCN(C(=O)CC3CCNCC3)CC2)c2ccc(Cl)cc21,CN1CC(CN2CC(=O)NC2=O)CC2CC(C)(C)CCC21,1,0,0.1276595744680851,-11.0,-13.0,-2.0,-12.0,-2.0,32,21.0
313,CC(N)Cc1ccc(I)cc1,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2NCCC2c2ccc(Cl)cc2)CC1,1,0,0.11267605633802817,21.0,24.0,3.0,6.0,5.0,11,32.0
314,O=C(O)CCCCCC(=O)N1CCC2(CCN(c3ccncc3)CC2)C1,O=C(O)CCCCCCC(=O)N1CCC2(CCN(c3ccncc3)CC2)C1,1,0,1.0,1.0,1.0,0.0,0.0,0.0,26,27.0
315,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC[C@H](C)[C@H]3O,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,1,0,0.671875,2.0,2.0,0.0,0.0,0.0,26,28.0
316,CC1(COc2ccc(CC3SC(=O)NC3=O)cc2)CCCCC1,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2NCCC2c2ccc(Cl)cc2)CC1,1,0,0.09782608695652174,9.0,10.0,1.0,6.0,2.0,23,32.0
317,Cc1cccc(NC(=O)CN2CCCN(S(=O)(=O)c3ccc(Br)s3)CC2)c1,Cc1ccccc1C(=O)N1CCC(C(=O)Nc2ccc(S(=O)(=O)N(C)C(C)C)cc2)CC1,1,0,0.19101123595505617,5.0,5.0,0.0,1.0,-1.0,27,32.0
318,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)O[C@@H](C)[C@H](C)[C@H]3O,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,1,0,0.75,1.0,1.0,0.0,0.0,0.0,27,28.0
319,COc1ccc2c(c1)c(CCNC(=O)C1CC1)c1n2CCCc2ccccc2-1,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,1,0,0.19148936170212766,2.0,2.0,0.0,-3.0,2.0,28,30.0
320,CCCNC(=O)CC1CCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,1,0,0.10416666666666667,0.0,1.0,1.0,0.0,-3.0,28,28.0
321,O=c1oc(Nc2cccc(I)c2)nc2ccccc12,O=C(c1ccc(Cl)cc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl,1,0,0.09722222222222222,5.0,5.0,0.0,2.0,3.0,19,24.0
322,NC1=NC(c2ccc(F)cc2)Cc2cccc(Cl)c21,Nc1nc(N)c2c(Sc3ccc(Cl)c(Cl)c3)cccc2n1,1,0,0.1774193548387097,2.0,2.0,0.0,4.0,3.0,19,21.0
323,CC(C)(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(F)ccc3[nH]2)CC1,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2CCOC2c2ccc(Cl)cc2)CC1,1,0,0.17708333333333334,3.0,3.0,0.0,-3.0,0.0,29,32.0
324,Cc1ccc(Sc2cncc3sc(C(N)=O)cc23)c(C)c1,Cc1ccccc1C(=O)N1CCC(C(=O)Nc2ccc(S(=O)(=O)N3CCCCC3)cc2)CC1,1,0,0.10843373493975904,12.0,13.0,1.0,-3.0,3.0,21,33.0
325,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,Cc1cc(C)c(C(=O)c2ccc(-n3ncc(=O)[nH]c3=O)cc2)c(C)c1,1,0,0.11363636363636363,-6.0,-7.0,-1.0,6.0,-1.0,31,25.0
326,CN1CCC(N2CCN(C(=O)Cc3csc(NC(=O)c4ccc(Cl)s4)n3)CC2)CC1,CN1CC(CN2CC(=O)NC2=O)CC2CC(C)(C)CCC21,1,0,0.10989010989010989,-9.0,-10.0,-1.0,-10.0,-5.0,30,21.0
327,CN1CC=C(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4F)oc23)CC1,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,1,0,0.1744186046511628,-1.0,-1.0,0.0,-4.0,1.0,27,26.0
328,O=C(c1ccc(Cl)c(S(=O)(=O)N2CCCCCC2)c1)N1CCN(c2ccccc2O)CC1,O=C(c1ccc(Cl)cc1)C(O)(Cn1cncn1)c1ccc(Cl)cc1,1,0,0.15789473684210525,-8.0,-9.0,-1.0,5.0,-2.0,32,24.0
329,C[C@@H](C(=O)N1CCOCC1)N1CC[C@H](NS(=O)(=O)c2cc3ccc(Cl)cc3o2)C1=O,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2CCOC2c2ccc(Cl)cc2)CC1,1,0,0.21875,2.0,2.0,0.0,3.0,-4.0,30,32.0
330,O=S1(=O)N[C@@]2(CN1CC(F)(F)F)[C@@H]1CC[C@H]2Cc2ccc(/C=C/CN3CCOCC3)cc2C1,,0,0,NA,NA,NA,NA,NA,NA,33,NA
331,N#Cc1c(NC(=O)c2cc(S(=O)(=O)N3CCOCC3)ccc2Cl)sc2c1CCC2,CN1CC(CN2CC(=O)NC2=O)CC2CC(C)(C)CCC21,1,0,0.061855670103092786,-8.0,-9.0,-1.0,-11.0,-5.0,29,21.0
332,Cc1ccc(S(=O)(=O)C2(CC#Cc3ccccc3)SC(=O)NC2=O)cc1,Cc1cc(C(=O)N2CCCCc3ccccc32)ccc1CNC(=O)N1CCCC1C(=O)N(C)C,1,0,0.09278350515463918,8.0,9.0,1.0,0.0,0.0,26,34.0
333,CS(=O)(=O)Nc1ccc2c(c1)[C@H](O)CC1(CCN([C@@H]3CCc4cc(C#N)ccc4C3)CC1)O2,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,1,0,0.125,-5.0,-6.0,-1.0,-2.0,-3.0,33,28.0
334,CC(C)[C@H](N)c1cccc(F)c1N1CCN(C(=O)[C@@H]2CN(C)C[C@H]2c2ccc(Cl)cc2)CC1,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2NCCC2c2ccc(Cl)cc2)CC1,1,0,0.6911764705882353,-1.0,-1.0,0.0,0.0,0.0,33,32.0
335,Cc1ccc(C#CCC2(S(=O)(=O)c3ccccc3)SC(=O)NC2=O)cc1,Cc1ccccc1C(=O)N1CCC(C(=O)Nc2ccc(S(=O)(=O)N3CCCCC3)cc2)CC1,1,0,0.13253012048192772,7.0,8.0,1.0,0.0,1.0,26,33.0
336,CC(C)Nc1cnnc(N2CCN(C(=O)c3ccc4[nH]ccc4c3)CC2)c1,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2CCOC2c2ccc(Cl)cc2)CC1,1,0,0.18085106382978725,5.0,5.0,0.0,-3.0,0.0,27,32.0
337,O=C(c1cccc(NC2=NC3CS(=O)(=O)CC3S2)c1)N1CCN(c2ncccn2)CC1,O=C(c1ccc(Cl)cc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl,1,0,0.11235955056179775,-7.0,-9.0,-2.0,6.0,-3.0,31,24.0
338,NC(=O)c1cc2c(SCc3ccc(Cl)cc3)cncc2s1,CN(C)c1ncnc2c1ncn2Cc1cccc(CO)c1,1,0,0.10666666666666667,0.0,0.0,0.0,0.0,0.0,21,21.0
339,CCCOC(=O)c1cc(OC)c(CC(C)N)cc1OC,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,1,0,0.12345679012345678,8.0,11.0,3.0,4.0,0.0,20,28.0
340,Cc1cc(C(=O)N2CCCCc3ccccc32)ccc1CNC(=O)N1CCC[C@@H]1C(=O)N(C)C,Cc1cc(C(=O)N2CCCCc3ccccc32)ccc1CNC(=O)N1CCCC1C(=O)N(C)C,1,0,1.0,0.0,0.0,0.0,0.0,0.0,34,34.0
341,CC(C)(C)NCC(O)COC(=O)CCc1ccccc1,CC(C)(C)NCC(O)COC(=O)c1ccccc1F,1,0,0.56,-1.0,-1.0,0.0,0.0,1.0,20,19.0
342,CCN1C[C@@H](C(=O)N2C[C@@H](C)[C@](O)(c3ccc(F)cc3)[C@@H](C)C2)[C@H](c2ccc(F)cc2F)C1,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,1,0,0.11702127659574468,-5.0,-5.0,0.0,-2.0,-2.0,33,28.0
343,COc1cc(O)c2c(O)c(-c3cccc(Cl)c3)cnc2c1,,0,0,NA,NA,NA,NA,NA,NA,21,NA
344,NC(=O)C[C@H](NC(=O)c1ccccc1Br)C(=O)O,CN(C)c1ncnc2c1ncn2Cc1cccc(CO)c1,1,0,0.08695652173913043,3.0,5.0,2.0,9.0,-1.0,18,21.0
345,CN(C)CC1NCC(c2ccccc2)c2ccccc21,CN(C)c1ncnc2c1ncn2Cc1cccc(CO)c1,1,0,0.14285714285714285,1.0,1.0,0.0,3.0,4.0,20,21.0
346,NC(=O)c1cc2c(Sc3ccc(Cl)cc3)cncc2s1,CN(C)c1ncnc2c1ncn2Cc1cccc(CO)c1,1,0,0.08108108108108109,1.0,1.0,0.0,0.0,0.0,20,21.0
347,CC[C@H]1Nc2cc3nc(O)cc(C(F)(F)F)c3cc2CC1(C)C,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,1,0,0.11363636363636363,5.0,6.0,1.0,0.0,-1.0,23,28.0
348,CC1(C)CCc2cc3c(C(F)(F)F)cc(O)nc3cc2N1,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2CCOC2c2ccc(Cl)cc2)CC1,1,0,0.05319148936170213,11.0,12.0,1.0,2.0,1.0,21,32.0
349,CC1(C)N=C(N)N=C(N)N1c1ccc(Br)cc1,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2CCOC2c2ccc(Cl)cc2)CC1,1,0,0.07317073170731707,15.0,17.0,2.0,6.0,1.0,17,32.0
350,Cc1c(C(=O)NCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc(C(C)(C)C)n1C,Cc1cc(C(=O)N2CCCCc3ccccc32)ccc1CNC(=O)N1CCCC1C(=O)N(C)C,1,0,0.18556701030927836,4.0,5.0,1.0,1.0,0.0,30,34.0
351,CCN(C)C(=O)c1ccc(N(c2ccccc2)[C@@H]2C[C@H]3CC[C@@H](C2)N3C)cc1,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,1,0,0.07865168539325842,0.0,0.0,0.0,-2.0,1.0,28,28.0
352,C[C@]12CCC3C(CC=C4C[C@@H](O)[C@H]5COC[C@]43C5)C1CC[C@@H]2OC1CC1,,0,0,NA,NA,NA,NA,NA,NA,26,NA
353,CC1(C)CCc2cc3c(C(F)(F)F)cc(=O)oc3cc2N1,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2CCOC2c2ccc(Cl)cc2)CC1,1,0,0.08791208791208792,11.0,12.0,1.0,2.0,1.0,21,32.0
354,C[C@@H]1CN(c2ccc(F)cc2C(F)(F)F)CCN1S(=O)(=O)c1ccc(O)cc1Cl,Cc1cc(-n2ncc(=O)[nH]c2=O)ccc1C(=O)c1ccc(Cl)cc1Cl,1,0,0.11494252873563218,-4.0,-4.0,0.0,6.0,-3.0,29,25.0
355,O=C(O)CC1CCN(C(=O)N2CCC3(CC2)CCN(c2ccncc2)C3)CC1,O=C(O)CCCCCCC(=O)N1CCC2(CCN(c3ccncc3)CC2)C1,1,0,0.543859649122807,-1.0,-2.0,-1.0,0.0,-1.0,28,27.0
356,O=C(O)C12CC3CC(C1)CC(n1ncc(N4CCN(c5ccccc5)CC4)c(Cl)c1=O)(C3)C2,O=C(O)CCCCCNC(=O)N1CCC2(CC1)CCN(c1ccncc1)C2,1,0,0.2,-6.0,-9.0,-3.0,-6.0,-1.0,33,27.0
357,CN(C)C(=O)c1ccc(CN(C2CCCCNC2=O)S(=O)(=O)c2ccc(Cl)cc2)cc1,CN(C)c1ncnc2c1ncn2Cc1cccc(CO)c1,1,0,0.09411764705882353,-10.0,-10.0,0.0,3.0,-3.0,31,21.0
358,CC(C)(C)NCC(O)COC(=O)c1cccc(OCc2ccccc2)c1,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2NCCC2c2ccc(Cl)cc2)CC1,1,0,0.10416666666666667,6.0,8.0,2.0,0.0,2.0,26,32.0
359,COc1ccc(CN([C@@H]2CC(F)(F)CCNC2=O)S(=O)(=O)c2ccc(Cl)cc2)cn1,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,1,0,0.13,0.0,2.0,2.0,0.0,-5.0,30,30.0
360,CCOC(=O)C1=C(O)C(=O)N(Cc2ccccc2Cl)C1,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,1,0,0.11627906976744186,8.0,10.0,2.0,4.0,-1.0,20,28.0
361,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(N)c1=O)C(=O)C(F)(F)F,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2NCCC2c2ccc(Cl)cc2)CC1,1,0,0.16483516483516483,4.0,6.0,2.0,0.0,-2.0,28,32.0
362,CN(C)c1ncnc2c1ncn2Cc1ccc(Cl)cc1,CN(C)c1ncnc2c1ncn2Cc1cccc(CO)c1,1,0,0.6382978723404256,1.0,1.0,0.0,0.0,0.0,20,21.0
363,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,CN1CC(CN2CC(=O)NC2=O)CC2CC(C)(C)CCC21,1,0,0.07317073170731707,-7.0,-8.0,-1.0,-12.0,-2.0,28,21.0
364,COc1cc(OC)cc([C@@H]2c3cc4c(cc3N[C@@H]3COC(=O)N23)OCCO4)c1,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,1,0,0.20481927710843373,2.0,2.0,0.0,0.0,-2.0,28,30.0
365,OC(c1ccc(Cl)cc1)C(O)(Cn1cncn1)c1ccc(Cl)cc1,O=C(c1ccc(Cl)cc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl,1,0,0.15942028985507245,0.0,0.0,0.0,1.0,1.0,24,24.0
366,CNC(=O)NC1c2cc(C#N)ccc2OC(C)(C)[C@H]1O,CNC(=O)c1cnc(N2CCN(C3CCN(Cc4ccc(Cl)cc4)C(C)C3)CC2)c(Cl)c1,1,0,0.13186813186813187,12.0,14.0,2.0,6.0,2.0,20,32.0
367,CC1(C)N=C(N)N=C(N)N1c1cccc(OCCOc2ccccc2)c1,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2NCCC2c2ccc(Cl)cc2)CC1,1,0,0.08791208791208792,6.0,7.0,1.0,0.0,0.0,26,32.0
368,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,O=C(c1ccc(Cl)cc1)C(O)(Cn1cncn1)c1ccc(Cl)cc1,1,0,0.23880597014925373,-2.0,-2.0,0.0,5.0,2.0,26,24.0
369,CC12CC3CC(C)(C1)CC(NC(=O)c1cn(CCN4CCOCC4)c4ccccc4c1=O)(C3)C2,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2CCOC2c2ccc(Cl)cc2)CC1,1,0,0.15841584158415842,-2.0,-4.0,-2.0,2.0,1.0,34,32.0
370,Cc1ccc(C(=O)N(C)c2ccc([C@H](C(=O)N(C)C)[C@H](N)C(=O)N3CC[C@H](F)C3)cc2)cc1,Cc1ccccc1C(=O)N1CCC(C(=O)Nc2ccc(S(=O)(=O)N(C)C(C)C)cc2)CC1,1,0,0.20689655172413793,-1.0,-1.0,0.0,0.0,0.0,33,32.0
371,CCc1noc2c(Cl)c3c(cc12)CC(C(=O)O)O3,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,1,0,0.15476190476190477,10.0,11.0,1.0,1.0,-1.0,18,28.0
372,C/C=C/C(=O)Nc1ccc(Oc2cccc(OC)c2)cc1,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,1,0,0.058823529411764705,7.0,9.0,2.0,-2.0,1.0,21,28.0
373,CN(C)S(=O)(=O)c1ccc(N2CCCC2)c(C(=O)Nc2ccccc2N2CCOCC2)c1,CN(C)c1ncnc2c1ncn2Cc1cccc(CO)c1,1,0,0.10975609756097561,-11.0,-12.0,-1.0,3.0,-3.0,32,21.0
374,C#CCC(=O)Nc1ccc(Oc2cccc(OC)c2)cc1,CNC(=O)c1cnc(N2CCN(C3CCN(Cc4ccc(Cl)cc4)C(C)C3)CC2)c(Cl)c1,1,0,0.11363636363636363,11.0,13.0,2.0,0.0,4.0,21,32.0
375,O=c1cc(-c2ccc3c(c2)OCO3)oc(O)c1SCc1ccccc1,,0,0,NA,NA,NA,NA,NA,NA,25,NA
376,COc1ccc2c(c1O)C13CCN(C)C(C2)C12C=CC1(OC)[C@H]3N=C(c3ccccc3)[C@]1(C)C2,,0,0,NA,NA,NA,NA,NA,NA,34,NA
377,CN(C)S(=O)(=O)c1cccc(NC(=O)c2cccc(S(=O)(=O)N3CCCCC3)c2)c1,CN(C)c1cccc2c(S(=O)(=O)Nc3cnc(Cl)cn3)cccc12,1,0,0.16,-6.0,-6.0,0.0,4.0,-2.0,30,24.0
378,O=S1(=O)NC[C@@H]2C[C@](c3cc(F)ccc3F)(S(=O)(=O)c3ccc(Cl)cc3)CC[C@@H]2N1,,0,0,NA,NA,NA,NA,NA,NA,30,NA
379,Nc1ccc(S(=O)(=O)Nc2ccc(S(N)(=O)=O)cc2)cc1,CN1CC(CN2CC(=O)NC2=O)CC2CC(C)(C)CCC21,1,0,0.029411764705882353,0.0,1.0,1.0,-12.0,-4.0,21,21.0
380,CC(C)N1C(=O)NC(c2ccc3c(c2)OCO3)c2cc3c(cc21)OCO3,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2CCOC2c2ccc(Cl)cc2)CC1,1,0,0.1511627906976744,6.0,5.0,-1.0,0.0,0.0,26,32.0
381,CC(C)(C)NCC(O)COC(=O)c1ccc2c(c1)OCO2,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2NCCC2c2ccc(Cl)cc2)CC1,1,0,0.0967741935483871,11.0,13.0,2.0,6.0,1.0,21,32.0
382,N#Cc1ccc(Cn2cncc2CN2CCN(C(=O)NC34CC5CC(CC(C5)C3)C4)CC2)cc1,CN1CC(CN2CC(=O)NC2=O)CC2CC(C)(C)CCC21,1,0,0.0989010989010989,-13.0,-16.0,-3.0,-11.0,-2.0,34,21.0
383,OCCNc1ncnc2c1ncn2Cc1ccccc1,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,1,0,0.06896551724137931,10.0,12.0,2.0,-3.0,0.0,20,30.0
384,COc1cc(OC)cc([C@@H]2c3cc4c(cc3N[C@H]3COC(=O)N23)OCO4)c1,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,1,0,0.25,3.0,3.0,0.0,0.0,-2.0,27,30.0
385,C#CCNc1cccc(-c2ccc(N3CC(CNC(C)=O)OC3=O)cc2)cc1=O,CN1CC(CN2CC(=O)NC2=O)CC2CC(C)(C)CCC21,1,0,0.1,-8.0,-8.0,0.0,-13.0,-2.0,29,21.0
386,COc1cc(CN2CCN(c3ccnc(N(C)C4CCN(C)CC4)n3)CC2)cc(Cl)c1O,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,1,0,0.13,-2.0,-1.0,1.0,0.0,-3.0,32,30.0
387,N#Cc1ccc2c(c1)CN(C1CCC(NC(=O)C3=Cc4cc(Cl)ccc4OC3)CC1)CCC2,,0,0,NA,NA,NA,NA,NA,NA,33,NA
388,COc1cccc2c1CCC[C@H]2CN(C)CCc1ccc2oc(O)nc2c1,,0,0,NA,NA,NA,NA,NA,NA,27,NA
389,CNC(=O)CN1CN(c2ccccc2)C2(CCN(Cc3cc4c(cc3Cl)OCO4)CC2)C1=O,CNc1ncnc2c1ncn2Cc1c(F)cccc1F,1,0,0.11494252873563218,-13.0,-15.0,-2.0,3.0,-2.0,33,20.0
390,CC[C@]1(CO)CC2C3Cc4ccc(OC)c5c4C2(CCN3C)C(O5)[C@@H]1O,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,1,0,0.12244897959183673,2.0,1.0,-1.0,4.0,0.0,26,28.0
391,O=C(NN1CCOCC1)C1=NN(c2ccc(Cl)cc2Cl)C(c2ccc3c(c2)OCO3)C1,O=C(c1ccc(Cl)cc1)C(O)(Cn1cncn1)c1ccc(Cl)cc1,1,0,0.1411764705882353,-7.0,-9.0,-2.0,5.0,-3.0,31,24.0
392,CC(O)(c1ccccc1)C(O)(Cn1cncn1)c1ccc(Cl)cc1Cl,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2NCCC2c2ccc(Cl)cc2)CC1,1,0,0.10752688172043011,7.0,8.0,1.0,-5.0,0.0,25,32.0
393,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,Nc1nc(N)c2c(Sc3ccc(Cl)c(Cl)c3)cccc2n1,1,0,0.1206896551724138,4.0,5.0,1.0,4.0,0.0,17,21.0
394,CC(C)C(=O)c1cccnc1N1CCN(C(=O)c2cc3ccccc3[nH]2)CC1,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2NCCC2c2ccc(Cl)cc2)CC1,1,0,0.2,4.0,4.0,0.0,-3.0,1.0,28,32.0
395,COc1cccc(Nc2ccc(NC(=O)C(C)C)cc2)c1,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,1,0,0.20270270270270271,9.0,12.0,3.0,0.0,2.0,21,30.0
396,O=C(O)C1Cc2cc3c(-c4ccccc4F)noc3c(Br)c2O1,O=C(O)CCCCCNC(=O)N1CCC2(CC1)CCN(c1ccncc1)C2,1,0,0.11494252873563218,4.0,3.0,-1.0,-9.0,0.0,23,27.0
397,CCc1cc2c(NCc3ccccc3)ncnc2s1,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,1,0,0.08333333333333333,9.0,10.0,1.0,-5.0,1.0,19,28.0
398,O=C1/C(=N/CCc2cc(Br)c(O)c(Br)c2)C=C(O)c2cccnc21,O=C(O)CCCCCNC(=O)N1CCC2(CC1)CCN(c1ccncc1)C2,1,0,0.09411764705882353,3.0,3.0,0.0,-6.0,0.0,24,27.0
399,CC1CCCN(CCC(C)N(C)S(=O)(=O)c2cccc3ccccc23)C1,Cc1ccccc1C(=O)N1CCC(C(=O)Nc2ccc(S(=O)(=O)N(C)C(C)C)cc2)CC1,1,0,0.24691358024691357,6.0,6.0,0.0,2.0,3.0,26,32.0
400,CC(C)C[C@H](NC(=O)c1ccccc1Br)C(=O)O,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2NCCC2c2ccc(Cl)cc2)CC1,1,0,0.12048192771084337,14.0,17.0,3.0,6.0,2.0,18,32.0
401,CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,CCN(CC)C(=O)C1C=C2CC(=O)CC(O)(c3ccc(Cl)c(Cl)c3)C2N(C)C1,1,0,0.16666666666666666,-3.0,-4.0,-1.0,-3.0,0.0,31,28.0
402,CCCN1C(=O)C(NC(=O)Nc2cccc(OC)c2)N=C(N2CCN(C)CC2)c2ccccc21,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,1,0,0.09523809523809523,-6.0,-6.0,0.0,-2.0,-4.0,34,28.0
403,Cn1nc2c(c1C(F)(F)C(F)(F)F)CN(C(=O)C[C@H](N)Cc1cc(F)ccc1F)CC2,CN1CC(CN2CC(=O)NC2=O)CC2CC(C)(C)CCC21,1,0,0.09574468085106383,-10.0,-10.0,0.0,-11.0,-7.0,31,21.0
404,CC(=O)NCCc1c2n(c3ccc(Cl)cc13)CCCc1ccccc1-2,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2CCOC2c2ccc(Cl)cc2)CC1,1,0,0.15789473684210525,7.0,7.0,0.0,-3.0,3.0,25,32.0
405,COc1ccc(CC2CCc3nc(N)nc(N)c3C2)cc1OC,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,1,0,0.18072289156626506,7.0,9.0,2.0,0.0,0.0,23,30.0
406,O=S(=O)(c1ccc(NC2=NN=C(c3cc(F)ccc3F)CS2)cc1)N1CCOCC1,,0,0,NA,NA,NA,NA,NA,NA,30,NA
