ID,Category,Input_SMILES,Output_SMILES,Tanimoto,Interpretation
327,Low_Similarity_Below_0_4,CN1CC=C(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4F)oc23)CC1,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,0.1744,Low similarity (0.174): Major reconstruction errors.
328,Low_Similarity_Below_0_4,O=C(c1ccc(Cl)c(S(=O)(=O)N2CCCCCC2)c1)N1CCN(c2ccccc2O)CC1,O=C(c1ccc(Cl)cc1)C(O)(Cn1cncn1)c1ccc(Cl)cc1,0.1579,Low similarity (0.158): Major reconstruction errors.
329,Low_Similarity_Below_0_4,C[C@@H](C(=O)N1CCOCC1)N1CC[C@H](NS(=O)(=O)c2cc3ccc(Cl)cc3o2)C1=O,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2CCOC2c2ccc(Cl)cc2)CC1,0.2188,Low similarity (0.219): Major reconstruction errors.
331,Low_Similarity_Below_0_4,N#Cc1c(NC(=O)c2cc(S(=O)(=O)N3CCOCC3)ccc2Cl)sc2c1CCC2,CN1CC(CN2CC(=O)NC2=O)CC2CC(C)(C)CCC21,0.0619,Low similarity (0.062): Major reconstruction errors.
332,Low_Similarity_Below_0_4,Cc1ccc(S(=O)(=O)C2(CC#Cc3ccccc3)SC(=O)NC2=O)cc1,Cc1cc(C(=O)N2CCCCc3ccccc32)ccc1CNC(=O)N1CCCC1C(=O)N(C)C,0.0928,Low similarity (0.093): Major reconstruction errors.
333,Low_Similarity_Below_0_4,CS(=O)(=O)Nc1ccc2c(c1)[C@H](O)CC1(CCN([C@@H]3CCc4cc(C#N)ccc4C3)CC1)O2,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,0.1250,Low similarity (0.125): Major reconstruction errors.
335,Low_Similarity_Below_0_4,Cc1ccc(C#CCC2(S(=O)(=O)c3ccccc3)SC(=O)NC2=O)cc1,Cc1ccccc1C(=O)N1CCC(C(=O)Nc2ccc(S(=O)(=O)N3CCCCC3)cc2)CC1,0.1325,Low similarity (0.133): Major reconstruction errors.
336,Low_Similarity_Below_0_4,CC(C)Nc1cnnc(N2CCN(C(=O)c3ccc4[nH]ccc4c3)CC2)c1,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2CCOC2c2ccc(Cl)cc2)CC1,0.1809,Low similarity (0.181): Major reconstruction errors.
337,Low_Similarity_Below_0_4,O=C(c1cccc(NC2=NC3CS(=O)(=O)CC3S2)c1)N1CCN(c2ncccn2)CC1,O=C(c1ccc(Cl)cc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl,0.1124,Low similarity (0.112): Major reconstruction errors.
338,Low_Similarity_Below_0_4,NC(=O)c1cc2c(SCc3ccc(Cl)cc3)cncc2s1,CN(C)c1ncnc2c1ncn2Cc1cccc(CO)c1,0.1067,Low similarity (0.107): Major reconstruction errors.
339,Low_Similarity_Below_0_4,CCCOC(=O)c1cc(OC)c(CC(C)N)cc1OC,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,0.1235,Low similarity (0.123): Major reconstruction errors.
342,Low_Similarity_Below_0_4,CCN1C[C@@H](C(=O)N2C[C@@H](C)[C@](O)(c3ccc(F)cc3)[C@@H](C)C2)[C@H](c2ccc(F)cc2F)C1,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,0.1170,Low similarity (0.117): Major reconstruction errors.
344,Low_Similarity_Below_0_4,NC(=O)C[C@H](NC(=O)c1ccccc1Br)C(=O)O,CN(C)c1ncnc2c1ncn2Cc1cccc(CO)c1,0.0870,Low similarity (0.087): Major reconstruction errors.
345,Low_Similarity_Below_0_4,CN(C)CC1NCC(c2ccccc2)c2ccccc21,CN(C)c1ncnc2c1ncn2Cc1cccc(CO)c1,0.1429,Low similarity (0.143): Major reconstruction errors.
346,Low_Similarity_Below_0_4,NC(=O)c1cc2c(Sc3ccc(Cl)cc3)cncc2s1,CN(C)c1ncnc2c1ncn2Cc1cccc(CO)c1,0.0811,Low similarity (0.081): Major reconstruction errors.
347,Low_Similarity_Below_0_4,CC[C@H]1Nc2cc3nc(O)cc(C(F)(F)F)c3cc2CC1(C)C,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,0.1136,Low similarity (0.114): Major reconstruction errors.
348,Low_Similarity_Below_0_4,CC1(C)CCc2cc3c(C(F)(F)F)cc(O)nc3cc2N1,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2CCOC2c2ccc(Cl)cc2)CC1,0.0532,Low similarity (0.053): Major reconstruction errors.
349,Low_Similarity_Below_0_4,CC1(C)N=C(N)N=C(N)N1c1ccc(Br)cc1,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2CCOC2c2ccc(Cl)cc2)CC1,0.0732,Low similarity (0.073): Major reconstruction errors.
350,Low_Similarity_Below_0_4,Cc1c(C(=O)NCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc(C(C)(C)C)n1C,Cc1cc(C(=O)N2CCCCc3ccccc32)ccc1CNC(=O)N1CCCC1C(=O)N(C)C,0.1856,Low similarity (0.186): Major reconstruction errors.
351,Low_Similarity_Below_0_4,CCN(C)C(=O)c1ccc(N(c2ccccc2)[C@@H]2C[C@H]3CC[C@@H](C2)N3C)cc1,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,0.0787,Low similarity (0.079): Major reconstruction errors.
353,Low_Similarity_Below_0_4,CC1(C)CCc2cc3c(C(F)(F)F)cc(=O)oc3cc2N1,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2CCOC2c2ccc(Cl)cc2)CC1,0.0879,Low similarity (0.088): Major reconstruction errors.
354,Low_Similarity_Below_0_4,C[C@@H]1CN(c2ccc(F)cc2C(F)(F)F)CCN1S(=O)(=O)c1ccc(O)cc1Cl,Cc1cc(-n2ncc(=O)[nH]c2=O)ccc1C(=O)c1ccc(Cl)cc1Cl,0.1149,Low similarity (0.115): Major reconstruction errors.
356,Low_Similarity_Below_0_4,O=C(O)C12CC3CC(C1)CC(n1ncc(N4CCN(c5ccccc5)CC4)c(Cl)c1=O)(C3)C2,O=C(O)CCCCCNC(=O)N1CCC2(CC1)CCN(c1ccncc1)C2,0.2000,Low similarity (0.200): Major reconstruction errors.
357,Low_Similarity_Below_0_4,CN(C)C(=O)c1ccc(CN(C2CCCCNC2=O)S(=O)(=O)c2ccc(Cl)cc2)cc1,CN(C)c1ncnc2c1ncn2Cc1cccc(CO)c1,0.0941,Low similarity (0.094): Major reconstruction errors.
358,Low_Similarity_Below_0_4,CC(C)(C)NCC(O)COC(=O)c1cccc(OCc2ccccc2)c1,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2NCCC2c2ccc(Cl)cc2)CC1,0.1042,Low similarity (0.104): Major reconstruction errors.
359,Low_Similarity_Below_0_4,COc1ccc(CN([C@@H]2CC(F)(F)CCNC2=O)S(=O)(=O)c2ccc(Cl)cc2)cn1,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,0.1300,Low similarity (0.130): Major reconstruction errors.
360,Low_Similarity_Below_0_4,CCOC(=O)C1=C(O)C(=O)N(Cc2ccccc2Cl)C1,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,0.1163,Low similarity (0.116): Major reconstruction errors.
361,Low_Similarity_Below_0_4,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(N)c1=O)C(=O)C(F)(F)F,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2NCCC2c2ccc(Cl)cc2)CC1,0.1648,Low similarity (0.165): Major reconstruction errors.
363,Low_Similarity_Below_0_4,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,CN1CC(CN2CC(=O)NC2=O)CC2CC(C)(C)CCC21,0.0732,Low similarity (0.073): Major reconstruction errors.
364,Low_Similarity_Below_0_4,COc1cc(OC)cc([C@@H]2c3cc4c(cc3N[C@@H]3COC(=O)N23)OCCO4)c1,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,0.2048,Low similarity (0.205): Major reconstruction errors.
365,Low_Similarity_Below_0_4,OC(c1ccc(Cl)cc1)C(O)(Cn1cncn1)c1ccc(Cl)cc1,O=C(c1ccc(Cl)cc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl,0.1594,Low similarity (0.159): Major reconstruction errors.
366,Low_Similarity_Below_0_4,CNC(=O)NC1c2cc(C#N)ccc2OC(C)(C)[C@H]1O,CNC(=O)c1cnc(N2CCN(C3CCN(Cc4ccc(Cl)cc4)C(C)C3)CC2)c(Cl)c1,0.1319,Low similarity (0.132): Major reconstruction errors.
367,Low_Similarity_Below_0_4,CC1(C)N=C(N)N=C(N)N1c1cccc(OCCOc2ccccc2)c1,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2NCCC2c2ccc(Cl)cc2)CC1,0.0879,Low similarity (0.088): Major reconstruction errors.
368,Low_Similarity_Below_0_4,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,O=C(c1ccc(Cl)cc1)C(O)(Cn1cncn1)c1ccc(Cl)cc1,0.2388,Low similarity (0.239): Major reconstruction errors.
369,Low_Similarity_Below_0_4,CC12CC3CC(C)(C1)CC(NC(=O)c1cn(CCN4CCOCC4)c4ccccc4c1=O)(C3)C2,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2CCOC2c2ccc(Cl)cc2)CC1,0.1584,Low similarity (0.158): Major reconstruction errors.
370,Low_Similarity_Below_0_4,Cc1ccc(C(=O)N(C)c2ccc([C@H](C(=O)N(C)C)[C@H](N)C(=O)N3CC[C@H](F)C3)cc2)cc1,Cc1ccccc1C(=O)N1CCC(C(=O)Nc2ccc(S(=O)(=O)N(C)C(C)C)cc2)CC1,0.2069,Low similarity (0.207): Major reconstruction errors.
371,Low_Similarity_Below_0_4,CCc1noc2c(Cl)c3c(cc12)CC(C(=O)O)O3,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,0.1548,Low similarity (0.155): Major reconstruction errors.
372,Low_Similarity_Below_0_4,C/C=C/C(=O)Nc1ccc(Oc2cccc(OC)c2)cc1,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,0.0588,Low similarity (0.059): Major reconstruction errors.
373,Low_Similarity_Below_0_4,CN(C)S(=O)(=O)c1ccc(N2CCCC2)c(C(=O)Nc2ccccc2N2CCOCC2)c1,CN(C)c1ncnc2c1ncn2Cc1cccc(CO)c1,0.1098,Low similarity (0.110): Major reconstruction errors.
374,Low_Similarity_Below_0_4,C#CCC(=O)Nc1ccc(Oc2cccc(OC)c2)cc1,CNC(=O)c1cnc(N2CCN(C3CCN(Cc4ccc(Cl)cc4)C(C)C3)CC2)c(Cl)c1,0.1136,Low similarity (0.114): Major reconstruction errors.
377,Low_Similarity_Below_0_4,CN(C)S(=O)(=O)c1cccc(NC(=O)c2cccc(S(=O)(=O)N3CCCCC3)c2)c1,CN(C)c1cccc2c(S(=O)(=O)Nc3cnc(Cl)cn3)cccc12,0.1600,Low similarity (0.160): Major reconstruction errors.
379,Low_Similarity_Below_0_4,Nc1ccc(S(=O)(=O)Nc2ccc(S(N)(=O)=O)cc2)cc1,CN1CC(CN2CC(=O)NC2=O)CC2CC(C)(C)CCC21,0.0294,Low similarity (0.029): Major reconstruction errors.
380,Low_Similarity_Below_0_4,CC(C)N1C(=O)NC(c2ccc3c(c2)OCO3)c2cc3c(cc21)OCO3,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2CCOC2c2ccc(Cl)cc2)CC1,0.1512,Low similarity (0.151): Major reconstruction errors.
381,Low_Similarity_Below_0_4,CC(C)(C)NCC(O)COC(=O)c1ccc2c(c1)OCO2,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2NCCC2c2ccc(Cl)cc2)CC1,0.0968,Low similarity (0.097): Major reconstruction errors.
382,Low_Similarity_Below_0_4,N#Cc1ccc(Cn2cncc2CN2CCN(C(=O)NC34CC5CC(CC(C5)C3)C4)CC2)cc1,CN1CC(CN2CC(=O)NC2=O)CC2CC(C)(C)CCC21,0.0989,Low similarity (0.099): Major reconstruction errors.
383,Low_Similarity_Below_0_4,OCCNc1ncnc2c1ncn2Cc1ccccc1,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,0.0690,Low similarity (0.069): Major reconstruction errors.
384,Low_Similarity_Below_0_4,COc1cc(OC)cc([C@@H]2c3cc4c(cc3N[C@H]3COC(=O)N23)OCO4)c1,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,0.2500,Low similarity (0.250): Major reconstruction errors.
385,Low_Similarity_Below_0_4,C#CCNc1cccc(-c2ccc(N3CC(CNC(C)=O)OC3=O)cc2)cc1=O,CN1CC(CN2CC(=O)NC2=O)CC2CC(C)(C)CCC21,0.1000,Low similarity (0.100): Major reconstruction errors.
386,Low_Similarity_Below_0_4,COc1cc(CN2CCN(c3ccnc(N(C)C4CCN(C)CC4)n3)CC2)cc(Cl)c1O,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,0.1300,Low similarity (0.130): Major reconstruction errors.
389,Low_Similarity_Below_0_4,CNC(=O)CN1CN(c2ccccc2)C2(CCN(Cc3cc4c(cc3Cl)OCO4)CC2)C1=O,CNc1ncnc2c1ncn2Cc1c(F)cccc1F,0.1149,Low similarity (0.115): Major reconstruction errors.
390,Low_Similarity_Below_0_4,CC[C@]1(CO)CC2C3Cc4ccc(OC)c5c4C2(CCN3C)C(O5)[C@@H]1O,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,0.1224,Low similarity (0.122): Major reconstruction errors.
391,Low_Similarity_Below_0_4,O=C(NN1CCOCC1)C1=NN(c2ccc(Cl)cc2Cl)C(c2ccc3c(c2)OCO3)C1,O=C(c1ccc(Cl)cc1)C(O)(Cn1cncn1)c1ccc(Cl)cc1,0.1412,Low similarity (0.141): Major reconstruction errors.
392,Low_Similarity_Below_0_4,CC(O)(c1ccccc1)C(O)(Cn1cncn1)c1ccc(Cl)cc1Cl,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2NCCC2c2ccc(Cl)cc2)CC1,0.1075,Low similarity (0.108): Major reconstruction errors.
393,Low_Similarity_Below_0_4,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,Nc1nc(N)c2c(Sc3ccc(Cl)c(Cl)c3)cccc2n1,0.1207,Low similarity (0.121): Major reconstruction errors.
394,Low_Similarity_Below_0_4,CC(C)C(=O)c1cccnc1N1CCN(C(=O)c2cc3ccccc3[nH]2)CC1,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2NCCC2c2ccc(Cl)cc2)CC1,0.2000,Low similarity (0.200): Major reconstruction errors.
395,Low_Similarity_Below_0_4,COc1cccc(Nc2ccc(NC(=O)C(C)C)cc2)c1,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,0.2027,Low similarity (0.203): Major reconstruction errors.
396,Low_Similarity_Below_0_4,O=C(O)C1Cc2cc3c(-c4ccccc4F)noc3c(Br)c2O1,O=C(O)CCCCCNC(=O)N1CCC2(CC1)CCN(c1ccncc1)C2,0.1149,Low similarity (0.115): Major reconstruction errors.
397,Low_Similarity_Below_0_4,CCc1cc2c(NCc3ccccc3)ncnc2s1,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,0.0833,Low similarity (0.083): Major reconstruction errors.
398,Low_Similarity_Below_0_4,O=C1/C(=N/CCc2cc(Br)c(O)c(Br)c2)C=C(O)c2cccnc21,O=C(O)CCCCCNC(=O)N1CCC2(CC1)CCN(c1ccncc1)C2,0.0941,Low similarity (0.094): Major reconstruction errors.
399,Low_Similarity_Below_0_4,CC1CCCN(CCC(C)N(C)S(=O)(=O)c2cccc3ccccc23)C1,Cc1ccccc1C(=O)N1CCC(C(=O)Nc2ccc(S(=O)(=O)N(C)C(C)C)cc2)CC1,0.2469,Low similarity (0.247): Major reconstruction errors.
400,Low_Similarity_Below_0_4,CC(C)C[C@H](NC(=O)c1ccccc1Br)C(=O)O,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2NCCC2c2ccc(Cl)cc2)CC1,0.1205,Low similarity (0.120): Major reconstruction errors.
401,Low_Similarity_Below_0_4,CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,CCN(CC)C(=O)C1C=C2CC(=O)CC(O)(c3ccc(Cl)c(Cl)c3)C2N(C)C1,0.1667,Low similarity (0.167): Major reconstruction errors.
402,Low_Similarity_Below_0_4,CCCN1C(=O)C(NC(=O)Nc2cccc(OC)c2)N=C(N2CCN(C)CC2)c2ccccc21,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,0.0952,Low similarity (0.095): Major reconstruction errors.
403,Low_Similarity_Below_0_4,Cn1nc2c(c1C(F)(F)C(F)(F)F)CN(C(=O)C[C@H](N)Cc1cc(F)ccc1F)CC2,CN1CC(CN2CC(=O)NC2=O)CC2CC(C)(C)CCC21,0.0957,Low similarity (0.096): Major reconstruction errors.
404,Low_Similarity_Below_0_4,CC(=O)NCCc1c2n(c3ccc(Cl)cc13)CCCc1ccccc1-2,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2CCOC2c2ccc(Cl)cc2)CC1,0.1579,Low similarity (0.158): Major reconstruction errors.
405,Low_Similarity_Below_0_4,COc1ccc(CC2CCc3nc(N)nc(N)c3C2)cc1OC,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,0.1807,Low similarity (0.181): Major reconstruction errors.
407,Low_Similarity_Below_0_4,CCOc1ccc(CNC(=O)C2CCN(C(=O)N3CC(CC)Oc4ccccc43)CC2)cc1,Cc1cc(-n2ncc(=O)[nH]c2=O)ccc1C(=O)c1ccc(Cl)cc1Cl,0.0833,Low similarity (0.083): Major reconstruction errors.
29,Medium_Similarity_0_4_to_0_7,O=C(O)CC(=O)N1CCC(C(=O)N2CCC3(CC2)CCN(c2ccncc2)C3)CC1,O=C(O)CCCCCCC(=O)N1CCC2(CCN(c3ccncc3)CC2)C1,0.5424,Moderate similarity (0.542): Significant rearrangements present.
53,Medium_Similarity_0_4_to_0_7,CNc1ncnc2c1ncn2Cc1ccccc1C(F)(F)F,CNc1ncnc2c1ncn2Cc1c(F)cccc1Cl,0.5455,Moderate similarity (0.545): Significant rearrangements present.
75,Medium_Similarity_0_4_to_0_7,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)(C)CC3O,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,0.6667,Moderate similarity (0.667): Significant rearrangements present.
90,Medium_Similarity_0_4_to_0_7,Cc1cccc(Cl)c1NN=C1CCC(C)n2c1ncc(C(=O)O)c2=O,Cc1cc(C)c(NN=C2CCC(C)n3c2ncc(C(=O)O)c3=O)cc1C,0.6667,Moderate similarity (0.667): Significant rearrangements present.
135,Medium_Similarity_0_4_to_0_7,O=C(c1ccccc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1,O=C(c1ccc(Cl)cc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl,0.5833,Moderate similarity (0.583): Significant rearrangements present.
138,Medium_Similarity_0_4_to_0_7,CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)C3CCCCC3)c3ccccc32)CC1,CN1CCN(C2=Nc3ccccc3Nc3ccc(Cl)cc32)CC1,0.4265,Low similarity (0.426): Major reconstruction errors.
144,Medium_Similarity_0_4_to_0_7,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC[C@H](C)[C@@H]3O,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,0.6719,Moderate similarity (0.672): Significant rearrangements present.
150,Medium_Similarity_0_4_to_0_7,CN(C)c1ncnc2c1ncn2Cc1ccccc1Cl,CN(C)c1ncnc2c1ncn2Cc1cccc(CO)c1,0.5800,Moderate similarity (0.580): Significant rearrangements present.
158,Medium_Similarity_0_4_to_0_7,O=C(O)CCN1CCN(C(=O)N2CCC3(CCN(c4ccncc4)CC3)C2)CC1=O,O=C(O)CCCCCCC(=O)N1CCC2(CCN(c3ccncc3)CC2)C1,0.5932,Moderate similarity (0.593): Significant rearrangements present.
195,Medium_Similarity_0_4_to_0_7,O=C(c1ccc(-n2ncc(=O)[nH]c2=O)cc1)c1cccs1,O=C(c1ccc(Cl)cc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl,0.5185,Moderate similarity (0.519): Significant rearrangements present.
263,Medium_Similarity_0_4_to_0_7,CNc1ncnc2c1ncn2Cc1cccc(O)c1,CNc1ncnc2c1ncn2Cc1c(F)cccc1Cl,0.5556,Moderate similarity (0.556): Significant rearrangements present.
273,Medium_Similarity_0_4_to_0_7,O=C(O)CC(=O)NC1CCN(C(=O)N2CCC3(CC2)CCN(c2ccncc2)C3)C1,O=C(O)CCCCCNC(=O)N1CCC2(CC1)CCN(c1ccncc1)C2,0.5303,Moderate similarity (0.530): Significant rearrangements present.
287,Medium_Similarity_0_4_to_0_7,Cc1cc(-n2ncc(=O)[nH]c2=O)ccc1S(=O)(=O)N1CCOCC1,Cc1cc(-n2ncc(=O)[nH]c2=O)ccc1C(=O)c1ccc(Cl)cc1Cl,0.4444,Low similarity (0.444): Major reconstruction errors.
293,Medium_Similarity_0_4_to_0_7,Nc1nc(N)c2c(S(=O)(=O)c3ccc(Cl)c(Cl)c3)cccc2n1,Nc1nc(N)c2c(Sc3ccc(Cl)c(Cl)c3)cccc2n1,0.5200,Moderate similarity (0.520): Significant rearrangements present.
315,Medium_Similarity_0_4_to_0_7,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC[C@H](C)[C@H]3O,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,0.6719,Moderate similarity (0.672): Significant rearrangements present.
334,Medium_Similarity_0_4_to_0_7,CC(C)[C@H](N)c1cccc(F)c1N1CCN(C(=O)[C@@H]2CN(C)C[C@H]2c2ccc(Cl)cc2)CC1,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2NCCC2c2ccc(Cl)cc2)CC1,0.6912,Moderate similarity (0.691): Significant rearrangements present.
341,Medium_Similarity_0_4_to_0_7,CC(C)(C)NCC(O)COC(=O)CCc1ccccc1,CC(C)(C)NCC(O)COC(=O)c1ccccc1F,0.5600,Moderate similarity (0.560): Significant rearrangements present.
355,Medium_Similarity_0_4_to_0_7,O=C(O)CC1CCN(C(=O)N2CCC3(CC2)CCN(c2ccncc2)C3)CC1,O=C(O)CCCCCCC(=O)N1CCC2(CCN(c3ccncc3)CC2)C1,0.5439,Moderate similarity (0.544): Significant rearrangements present.
362,Medium_Similarity_0_4_to_0_7,CN(C)c1ncnc2c1ncn2Cc1ccc(Cl)cc1,CN(C)c1ncnc2c1ncn2Cc1cccc(CO)c1,0.6383,Moderate similarity (0.638): Significant rearrangements present.
31,Perfect_Match_1_0,CC(C)[C@H](N)c1cccc(F)c1N1CCN(C(=O)[C@@H]2NCC[C@@H]2c2ccc(Cl)cc2)CC1,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2NCCC2c2ccc(Cl)cc2)CC1,1.0000,Perfect fingerprint match (1.000): Structurally identical or only stereochemistry/hashing differs.
314,Perfect_Match_1_0,O=C(O)CCCCCC(=O)N1CCC2(CCN(c3ccncc3)CC2)C1,O=C(O)CCCCCCC(=O)N1CCC2(CCN(c3ccncc3)CC2)C1,1.0000,Perfect fingerprint match (1.000): Structurally identical or only stereochemistry/hashing differs.
340,Perfect_Match_1_0,Cc1cc(C(=O)N2CCCCc3ccccc32)ccc1CNC(=O)N1CCC[C@@H]1C(=O)N(C)C,Cc1cc(C(=O)N2CCCCc3ccccc32)ccc1CNC(=O)N1CCCC1C(=O)N(C)C,1.0000,Perfect fingerprint match (1.000): Structurally identical or only stereochemistry/hashing differs.
